19-Feb-20,14-May-20
1	2
2	3
3	13
4	10
5	15
6	18
7	34
8	44
9	106
10	143
11	205
12	385
13	523
14	835
15	586
16	591
17	1234
18	1076
19	743
20	595
21	881
22	958
23	1075
24	1289
25	1365
26	1209
27	1053
28	1178
29	1192
30	1046
31	1237
32	966
33	1028
34	1411
35	1762
36	2206
37	2389
38	2926
39	3076
40	2901
41	3186
42	3110
43	2988
44	2875
45	2715
46	2560
47	2483
48	2274
49	2089
50	1997
51	1634
52	1972
53	1837
54	1657
55	1617
56	1574
57	1512
58	1606
59	1499
60	1374
61	1343
62	1294
63	1297
64	1194
65	1030
66	1168
67	1134
68	1153
69	991
70	1112
71	1073
72	983
73	1006
74	802
75	976
76	1223
77	1323
78	1680
79	1485
80	1556
81	1529
82	1383
83	1683
84	1481
85	1958
86	1808
