24-Jan-20,14-May-20
1	2
2	1
3	0
4	0
5	1
6	1
7	0
8	0
9	1
10	0
11	0
12	0
13	0
14	0
15	0
16	5
17	0
18	0
19	0
20	0
21	0
22	0
23	1
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	2
34	4
35	20
36	19
37	43
38	30
39	61
40	13
41	84
42	92
43	276
44	303
45	177
46	83
47	575
48	499
49	0
50	1388
51	815
52	36
53	2151
54	1032
55	1409
56	1846
57	1788
58	1705
59	1780
60	3880
61	2499
62	2978
63	3951
64	3851
65	4703
66	2603
67	4462
68	7657
69	4922
70	2180
71	5273
72	4298
73	1912
74	3931
75	3820
76	3894
77	4309
78	4372
79	3125
80	26849
81	3682
82	4971
83	3220
84	12490
85	2009
86	2
87	4925
88	2382
89	2775
90	-2188
91	2323
92	1649
93	1692
94	576
95	3743
96	3090
97	-2510
98	756
99	6
100	1213
101	407
102	658
103	1104
104	3537
105	694
106	1284
107	580
108	312
109	453
110	802
111	-165
112	810
