31-Jan-20, 29-Apr-20
1	2
2	0
3	0
4	0
5	0
6	0
7	0
8	1
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	17
23	42
24	93
25	74
26	93
27	131
28	202
29	233
30	240
31	566
32	342
33	466
34	587
35	769
36	778
37	1247
38	1492
39	1797
40	977
41	2313
42	0
43	5198
44	3497
45	3590
46	3233
47	3526
48	4207
49	5322
50	5986
51	6557
52	5560
53	4789
54	5249
55	5210
56	6203
57	5909
58	5974
59	5217
60	4050
61	4053
62	4782
63	4668
64	4585
65	4805
66	4316
67	3599
68	3039
69	3836
70	4204
71	3951
72	4694
73	4092
74	3153
75	2972
76	2667
77	3786
78	3493
79	3491
80	3047
81	2256
82	2729
83	3370
84	2646
85	3021
86	2357
87	2324
88	1739
89	2091
90	2086
