22-Jan-20,14-May-20
1	548
2	95
3	277
4	486
5	669
6	802
7	2632
8	578
9	2054
10	1661
11	2089
12	4739
13	3086
14	3991
15	3733
16	3147
17	3523
18	2704
19	3015
20	2525
21	2032
22	373
23	15136
24	6463
25	2055
26	2100
27	1921
28	1777
29	408
30	458
31	473
32	1451
33	21
34	219
35	513
36	412
37	434
38	328
39	428
40	576
41	204
42	125
43	125
44	151
45	153
46	80
47	53
48	37
49	27
50	34
51	11
52	13
53	32
54	26
55	30
56	25
57	44
58	54
59	94
60	55
61	130
62	63
63	93
64	70
65	121
66	115
67	102
68	123
69	76
70	81
71	82
72	71
73	79
74	32
75	59
76	63
77	53
78	91
79	74
80	58
81	73
82	120
83	79
84	93
85	50
86	47
87	357
88	27
89	18
90	12
91	36
92	15
93	16
94	15
95	10
96	3
97	6
98	22
99	4
100	12
101	3
102	0
103	5
104	2
105	2
106	2
107	5
108	1
109	14
110	20
111	1
112	7
113	6
114	5
